codigo,arquivo_final,nome_exercicio,grupo_muscular,estacao,prioridade,exercise_id
689,689-mobilidade-toracica-com-rotacao-e-bastao.mp4,Mobilidade torácica com rotação e bastão,Mobilidade,Mobilidade/Solo,normal,8530bb18-166f-4ea1-a3f3-794737676d02
690,690-mobilidade-toracica-rotacao.mp4,Mobilidade Torácica Rotação,mobilidade,Mobilidade/Solo,normal,f92713c4-e9fa-4048-96e6-286f9b53455b
691,691-mobilidade-toracica-semiajoelhado.mp4,Mobilidade Torácica Semiajoelhado,mobilidade,Mobilidade/Solo,normal,25c14693-7751-4ce7-ba27-ccbf02a2aa5e
692,692-prancha-no-bosu.mp4,Prancha no bosu,Estabilidade,Mobilidade/Solo,normal,286bfb30-d38a-4f8c-aa08-053f5b382db9
693,693-shoulder-dislocates-com-bastao.mp4,Shoulder dislocates com bastão,Mobilidade,Mobilidade/Solo,normal,ca9d547c-3488-43fa-945e-7dbb8431a917
694,694-terra-romeno-unipodal-com-bastao.mp4,Terra romeno unipodal com bastão,Controle Motor,Mobilidade/Solo,normal,dece41a1-f793-4bc4-b614-b2c22b4caf6f
695,695-elevacao-pelvica-maquina.mp4,Elevação Pélvica Máquina,glúteo,Máquina,ALTA,d2e55bc6-411a-4ca9-8b6f-8fb86e8099b8
696,696-elevacao-pelvica-unilateral-maquina.mp4,Elevação Pélvica Unilateral Máquina,glúteo,Máquina,ALTA,c1a1a51b-0db1-4855-b091-0f9becd7845b
697,697-extensao-de-quadril-banco-romano-com-flexao.mp4,Extensão de Quadril Banco Romano com Flexão,glúteo,Máquina,ALTA,efde85ec-e714-44b9-928c-8db249f06c04
698,698-fisio-joelho-cadeira-extensora-lenta-hsr.mp4,Fisio Joelho: cadeira extensora lenta (HSR),Fisioterapia,Máquina,ALTA,fe4225a3-0ba4-404f-8807-ba61915c45c6
699,699-fisio-tendao-patelar-hsr-cadeira-extensora-3s-3s.mp4,Fisio Tendão patelar: HSR cadeira extensora (3s/3s),Fisioterapia,Máquina,ALTA,07f6ad25-885b-409c-8008-af86cf871028
700,700-leg-press-45-unilateral.mp4,Leg Press 45 Unilateral,quadríceps,Máquina,ALTA,866f6e15-312c-49b5-972a-4caefaccf5da
701,701-leg-press-horizontal.mp4,Leg Press Horizontal,quadríceps,Máquina,ALTA,f10d42bd-7127-4b92-9220-bea99cd5d1ee
702,702-abdominal-infra-maquina.mp4,Abdominal Infra Máquina,abdômen,Máquina,normal,93609dd6-479d-42f1-b927-72b3511f161b
703,703-abdominal-maquina.mp4,Abdominal Máquina,abdômen,Máquina,normal,6175a7d8-333d-4e09-a539-1ea6b13e1b81
704,704-bom-dia-maquina.mp4,Bom Dia Máquina,posterior de coxa,Máquina,normal,9c34a520-62bb-4385-b4f4-384ebce408b8
705,705-desenvolvimento-maquina.mp4,Desenvolvimento Máquina,ombro,Máquina,normal,e1ff0905-955b-4bf7-95c6-1b72dbfa34ff
706,706-desenvolvimento-neutro-maquina.mp4,Desenvolvimento Neutro Máquina,ombro,Máquina,normal,7f9fbd65-d234-4b84-b198-faca46343915
707,707-elevacao-lateral-maquina.mp4,Elevação Lateral Máquina,ombro,Máquina,normal,7b06658f-12bb-4cd4-b749-ac2c38c5dfc9
708,708-extensao-de-quadril-banco-romano.mp4,Extensão de Quadril Banco Romano,glúteo,Máquina,normal,495e8cd8-c47b-4093-b6c1-774d6e78d2c1
709,709-extensao-de-quadril-banco-romano-unilateral.mp4,Extensão de Quadril Banco Romano Unilateral,glúteo,Máquina,normal,dfedffd3-0ae4-4f28-b4db-52f9a6ce8cc0
710,710-extensao-de-quadril-maquina.mp4,Extensão de Quadril Máquina,glúteo,Máquina,normal,1dfa63ac-6191-49f8-984a-faffd7c2a5d3
711,711-extensao-de-quadril-no-banco-romano.mp4,Extensão de quadril no Banco Romano,Quadríceps,Máquina,normal,95712a5d-a4e4-4469-a46b-f7c50855caef
712,712-leg-press-45.mp4,Leg Press 45,quadríceps,Máquina,normal,afcab7c3-ba4f-4178-946f-eea2e6969e93
713,713-leg-press-deitado.mp4,Leg Press Deitado,quadríceps,Máquina,normal,f2210012-5c3a-4e03-b55b-2afee7bdacb0
714,714-leg-press-horizontal-unilateral.mp4,Leg Press Horizontal Unilateral,quadríceps,Máquina,normal,386edcd5-cc32-45d2-b065-db84adf8ada1
715,715-leg-press-unilateral-placas-separadas.mp4,Leg Press Unilateral Placas Separadas,quadríceps,Máquina,normal,f85f0d88-fd73-474b-83ac-7b0c2b376ebf
716,716-panturrilha-em-pe-maquina.mp4,Panturrilha em Pé Máquina,panturrilha,Máquina,normal,1d8626a7-58e1-40d3-8ca8-396b57c233eb
717,717-panturrilha-sentado-maquina.mp4,Panturrilha Sentado Máquina,panturrilha,Máquina,normal,7bc7e3ba-a138-4a2b-b069-e6eb642ebe90
718,718-puxada-pronada-maquina.mp4,Puxada Pronada Máquina,costas,Máquina,normal,592cf519-f2f5-4f82-9d10-8c2005851cbb
719,719-puxada-supinada-maquina.mp4,Puxada Supinada Máquina,costas,Máquina,normal,21a15e45-12b2-49f8-bf06-daa21b0cb33f
720,720-puxada-supinada-unilateral-maquina.mp4,Puxada Supinada Unilateral Máquina,costas,Máquina,normal,6bdb1793-3d29-4659-9dfe-00097a8c85ae
721,721-remada-alta-maquina.mp4,Remada Alta Máquina,ombro,Máquina,normal,ce8529f2-dd0e-4c7c-8110-d2505d84bfe2
722,722-remada-cavalinho-maquina-neutra.mp4,Remada Cavalinho Máquina Neutra,costas,Máquina,normal,f0705159-aa86-407c-a27e-170374012831
723,723-remada-neutra-unilateral-maquina.mp4,Remada Neutra Unilateral Máquina,costas,Máquina,normal,d10517b3-51e6-43b9-95d0-58af14f0909f
724,724-remada-pronada-maquina.mp4,Remada Pronada Máquina,costas,Máquina,normal,9a567f8d-f128-4cfd-9718-f2501bdf9fbc
725,725-remada-supinada-maquina.mp4,Remada Supinada Máquina,costas,Máquina,normal,0c061dfd-084f-4f5e-9aab-98119d30ed77
726,726-remada-supinada-unilateral-maquina.mp4,Remada Supinada Unilateral Máquina,costas,Máquina,normal,247a67e1-3dd4-45a3-9cf2-c423c37cf419
727,727-rosca-scott-maquina.mp4,Rosca Scott Máquina,bíceps,Máquina,normal,ac9d61cc-6bcc-4c5e-ac00-094f43fe1453
728,728-supino-declinado-maquina.mp4,Supino Declinado Máquina,peitoral,Máquina,normal,5d0985d2-a31d-46ff-9897-d916d74beb06
729,729-supino-inclinado-maquina.mp4,Supino Inclinado Máquina,peitoral,Máquina,normal,be15aca9-9af9-4e55-8c54-288689feb7cd
730,730-supino-reto-maquina.mp4,Supino Reto Máquina,peitoral,Máquina,normal,05f95cd1-0819-458e-ba2a-f4431d7816e5
731,731-triceps-paralela-maquina.mp4,Tríceps Paralela Máquina,tríceps,Máquina,normal,84657c3f-895f-4892-b624-737b633f0ecf
732,732-mergulho-em-paralela-dips.mp4,Mergulho em paralela (dips),Peso Corporal,Paralela,normal,25117a38-de47-4604-aac1-c0cbf1b878a1
733,733-a-bounds-skip-saltado.mp4,A-bounds (skip saltado),Performance,Peso Corporal,ALTA,0681e77e-1e7f-4d90-8bf9-61b0b96755da
734,734-abdominal-infra-solo.mp4,Abdominal Infra Solo,abdômen,Peso Corporal,ALTA,2b6e19be-6b4d-44d6-af4b-04f7a09bef60
735,735-abdominal-infra-suspenso-com-rotacao.mp4,Abdominal Infra Suspenso com Rotação,abdômen,Peso Corporal,ALTA,2a186779-bd91-4f24-b1d8-906713246fb0
736,736-afundo-peso-corporal.mp4,Afundo (peso corporal),Peso Corporal,Peso Corporal,ALTA,48a26c01-b995-437a-9c6c-1a8fc1d6cc9e
737,737-airplane-aviao-quadril.mp4,Airplane (avião - quadril),Estabilidade,Peso Corporal,ALTA,faf12cde-1543-492d-9746-bf5bb6e4e35f
738,738-ankle-stiffness-hops-rigidez-de-tornozelo.mp4,Ankle stiffness hops (rigidez de tornozelo),Performance,Peso Corporal,ALTA,e6600538-a517-428e-8c0a-318ffd1aed2d
739,739-apoio-em-tandem-pe-ante-pe.mp4,Apoio em tandem (pé-ante-pé),Estabilidade,Peso Corporal,ALTA,c22a4ab4-20e0-4b7b-b8be-4ede1247e693
740,740-apoio-unipodal-single-leg-stance.mp4,Apoio unipodal (single-leg stance),Estabilidade,Peso Corporal,ALTA,b4f55b28-cccc-475e-805a-cfd0406d2e60
741,741-aterrissagem-lateral-e-estabiliza.mp4,Aterrissagem lateral e estabiliza,Performance,Peso Corporal,ALTA,35d9b280-868c-4500-945f-5094f7e2ff43
742,742-aterrissagem-rotacional-e-estabiliza.mp4,Aterrissagem rotacional e estabiliza,Performance,Peso Corporal,ALTA,7565719f-c11a-4c3e-9c2f-533cd0f86b3c
743,743-bird-dog.mp4,Bird dog,Controle Motor,Peso Corporal,ALTA,99ec0aac-513c-46ce-b780-68183bc8cdbd
744,744-bird-dog.mp4,Bird dog,Core,Peso Corporal,ALTA,492b16f9-0ca8-4d87-a233-20a106b4a532
745,745-bounding-passadas-saltadas.mp4,Bounding (passadas saltadas),Pliometria,Peso Corporal,ALTA,dd9ad55a-2d97-4862-b9c1-3cc17167b258
746,746-broad-jump-para-salto-vertical.mp4,Broad jump para salto vertical,Pliometria,Peso Corporal,ALTA,c7f31a16-ff3f-479e-b8db-cf64121acc2f
747,747-fisio-cervical-chin-tuck-retracao-cervical.mp4,Fisio Cervical: chin tuck (retração cervical),Fisioterapia,Peso Corporal,ALTA,d2fd81f8-eae0-4694-ad7c-12e54b9c6125
748,748-fisio-joelho-agachamento-declinado-unipodal-lento.mp4,Fisio Joelho: agachamento declinado unipodal lento,Fisioterapia,Peso Corporal,ALTA,3b90e2e4-187b-47d7-b862-647387e6271d
749,749-fisio-joelho-agachamento-isometrico-carga-estatica.mp4,Fisio Joelho: agachamento isométrico (carga estática),Fisioterapia,Peso Corporal,ALTA,132ed659-277c-4f83-b6d1-768271f8dc90
750,750-fisio-ombro-deslizamento-na-parede-wall-slide.mp4,Fisio Ombro: deslizamento na parede (wall slide),Fisioterapia,Peso Corporal,ALTA,95b1b5b6-7465-441a-91d4-dd70d4a38f85
751,751-fisio-ombro-prone-y-t-w-l.mp4,Fisio Ombro: Prone Y-T-W-L,Fisioterapia,Peso Corporal,ALTA,80b81c28-1269-481d-9d24-16b6b8c9b68e
752,752-fisio-ombro-serratus-punch.mp4,Fisio Ombro: serratus punch,Fisioterapia,Peso Corporal,ALTA,36443e8b-29ac-4e42-b232-f8067208ef20
753,753-fisio-quadril-ponte-de-gluteo-isometrica.mp4,Fisio Quadril: ponte de glúteo isométrica,Fisioterapia,Peso Corporal,ALTA,d0ff4da9-51b1-4e8f-bffc-d787ba275ffe
754,754-fisio-tornozelo-heel-drop-excentrico-alfredson.mp4,Fisio Tornozelo: heel drop excêntrico (Alfredson),Fisioterapia,Peso Corporal,ALTA,d47183c0-a08a-4f08-8b52-a8c61d8a6ffe
755,755-fisio-tornozelo-hop-and-stick-resposta-a-carga.mp4,Fisio Tornozelo: hop and stick (resposta a carga),Fisioterapia,Peso Corporal,ALTA,01dd0e4a-ac88-4009-908e-7b5a8495d52e
756,756-fisio-tornozelo-panturrilha-com-joelho-fletido-soleo.mp4,Fisio Tornozelo: panturrilha com joelho fletido (sóleo),Fisioterapia,Peso Corporal,ALTA,a68c698b-3785-45f3-b3fc-c611211387b7
757,757-fisio-tornozelo-panturrilha-excentrica-no-step.mp4,Fisio Tornozelo: panturrilha excêntrica no step,Fisioterapia,Peso Corporal,ALTA,c5759160-3c50-4dbd-bd45-5a573ba4ed1e
758,758-hops-reativos-unipodais.mp4,Hops reativos unipodais,Performance,Peso Corporal,ALTA,835cbbe6-27b8-45da-927f-109c1d316c7b
759,759-prancha-empurrar-puxar.mp4,Prancha Empurrar / Puxar,Funcional,Peso Corporal,ALTA,08603e8e-f8c7-48f2-a0b4-3572a685314c
760,760-prancha-frontal.mp4,Prancha Frontal,abdômen,Peso Corporal,ALTA,e5ffe3e1-2757-4ed7-ba87-a745d9a96c5d
761,761-prancha-frontal.mp4,Prancha frontal,Core,Peso Corporal,ALTA,8296368d-a47e-427f-b138-6bf9340e5914
762,762-saltos-no-lugar-controle-de-aterrissagem.mp4,Saltos no lugar (controle de aterrissagem),Pliometria,Peso Corporal,ALTA,33da3aa3-144d-4bf4-bf46-a5599b718270
763,763-saltos-reativos-continuos-repeated-hops.mp4,Saltos reativos contínuos (repeated hops),Performance,Peso Corporal,ALTA,97e12a00-e2cc-452d-b50d-0899f5edcfec
764,764-scapular-push-up-push-up-plus.mp4,Scapular push-up (push-up plus),Ativação,Peso Corporal,ALTA,e4ea8b60-b6ad-41e7-92a5-863451267473
765,765-scissor-jumps-tesoura.mp4,Scissor jumps (tesoura),Pliometria,Peso Corporal,ALTA,d995e5f7-9725-48a5-ae0a-780b1c9f1d29
766,766-sissy-squat.mp4,Sissy squat,Peso Corporal,Peso Corporal,ALTA,5f1491fa-432c-4bb5-a404-e9074fc79792
767,767-snap-down-desaceleracao-rapida.mp4,Snap down (desaceleração rápida),Performance,Peso Corporal,ALTA,b977301b-7a5c-4753-8c6f-eb2db516a277
768,768-split-jump-afundo-saltado.mp4,Split jump (afundo saltado),Pliometria,Peso Corporal,ALTA,97b12dd1-8de7-4b1a-909e-36ed4653528b
769,769-tuck-jumps-continuos-reativos.mp4,Tuck jumps contínuos reativos,Performance,Peso Corporal,ALTA,26b210fb-57c9-455d-bff0-bd8ac58294fa
770,770-wall-drive-3-contatos.mp4,Wall drive 3 contatos,Performance,Peso Corporal,ALTA,59bd4068-be22-46ce-a004-52abe5dc3112
771,771-wall-drive-isometrico-posicao-de-aceleracao.mp4,Wall drive isométrico (posição de aceleração),Performance,Peso Corporal,ALTA,36f9b012-2d66-48ca-84bf-154d2439ebfb
772,772-90-90-hip-switch.mp4,90/90 hip switch,Mobilidade,Peso Corporal,normal,66fb19d4-caf8-4a49-8c47-19e3758aa262
773,773-abdominal-canivete.mp4,Abdominal Canivete,abdômen,Peso Corporal,normal,0ec7c2d3-0455-412e-9754-d66bc36b63ac
774,774-abdominal-canivete-alternado.mp4,Abdominal Canivete Alternado,abdômen,Peso Corporal,normal,913d8079-f45c-4391-8cf0-6ec97f0d209b
775,775-abdominal-canoa.mp4,Abdominal Canoa,abdômen,Peso Corporal,normal,fc70d297-3dab-42dc-8017-eca87ec3c622
776,776-abdominal-infra-banco-declinado.mp4,Abdominal Infra Banco Declinado,abdômen,Peso Corporal,normal,614cd597-6d91-43ab-9ddf-ad438d084e1d
777,777-abdominal-infra-suspenso.mp4,Abdominal Infra Suspenso,abdômen,Peso Corporal,normal,b44e0cd4-986f-4b0e-9a6b-f9cef0da7437
778,778-abdominal-remador.mp4,Abdominal Remador,abdômen,Peso Corporal,normal,6049e35c-75b7-49f5-8cf9-db5983757985
779,779-abdominal-rodinha.mp4,Abdominal Rodinha,abdômen,Peso Corporal,normal,b459d238-619c-4301-89c7-0e1694d448b5
780,780-abdominal-supra-banco-declinado.mp4,Abdominal Supra Banco Declinado,abdômen,Peso Corporal,normal,91773d81-3cfe-4748-ad78-599ba2bffb59
781,781-abdominal-supra-bola.mp4,Abdominal Supra Bola,abdômen,Peso Corporal,normal,68a21d6e-f8ef-4307-adc7-d5399002393b
782,782-abdominal-supra-solo.mp4,Abdominal Supra Solo,abdômen,Peso Corporal,normal,17161c04-540a-441c-9e03-8d9f9aae7b97
783,783-abdominal-tesoura.mp4,Abdominal Tesoura,abdômen,Peso Corporal,normal,7ac36eb1-8014-4034-9ce7-f2bd50a7ecbd
784,784-abducao-de-quadril-em-prancha-lateral.mp4,Abdução de Quadril em Prancha Lateral,glúteo,Peso Corporal,normal,095abe10-f515-4eb8-9d12-ef8a41c6afaf
785,785-abducao-em-prancha-lateral-c-joelhos-flexionados.mp4,Abdução em Prancha Lateral c/ Joelhos Flexionados,Quadríceps,Peso Corporal,normal,02a99ab3-c126-4832-9718-2dd717e7ba82
786,786-abducao-uni-em-prancha-lateral.mp4,Abdução Uni em Prancha lateral,Musculação,Peso Corporal,normal,6b73310b-e91c-470f-90a7-dd5c54a477cb
787,787-agachamento-livre-air-squat.mp4,Agachamento livre (air squat),Peso Corporal,Peso Corporal,normal,2813abd3-bfdd-40f5-a56f-de2cbaf384d7
788,788-agachamento-profundo-isometrico-deep-squat-hold.mp4,Agachamento profundo isométrico (deep squat hold),Mobilidade,Peso Corporal,normal,28b739a6-a902-4fd4-b08f-4141a7a8f2aa
789,789-alcance-unipodal-y-balance.mp4,Alcance unipodal (Y-balance),Estabilidade,Peso Corporal,normal,c4c19b19-2a1c-4ff6-9f59-05aab846fee5
790,790-ankle-hops-saltos-de-tornozelo.mp4,Ankle hops (saltos de tornozelo),Pliometria,Peso Corporal,normal,85b00ae3-727d-4cb8-8e79-542d04649cdc
791,791-apoio-unipodal-olhos-fechados.mp4,Apoio unipodal olhos fechados,Estabilidade,Peso Corporal,normal,754a5c3f-93a7-40c2-afe7-4b1e55ebe897
792,792-aterrissagem-unipodal-single-leg-landing.mp4,Aterrissagem unipodal (single-leg landing),Pliometria,Peso Corporal,normal,b7e8d7e7-c1be-4d2a-8c35-93875b521914
793,793-bear-crawl.mp4,Bear crawl,Funcional,Peso Corporal,normal,9906609c-9980-46ad-b291-16989baa0d27
794,794-bicycle-crunch.mp4,Bicycle crunch,Core,Peso Corporal,normal,4f30a215-6227-46f8-92a1-f7149eae8c60
795,795-bird-dog-com-remada.mp4,Bird Dog com Remada,Funcional,Peso Corporal,normal,a4579449-dbad-432e-ac9e-d5658f8d8a7a
796,796-bird-dog-de-ativacao.mp4,Bird dog de ativação,Ativação,Peso Corporal,normal,c8221a75-a074-4b35-8ec9-0b40a3b58646
797,797-biset-prancha-frontal-lateral.mp4,Biset Prancha Frontal + Lateral,abdômen,Peso Corporal,normal,c582b327-3be8-457a-9540-d534d3811572
798,798-body-saw-na-prancha.mp4,Body saw na prancha,Core,Peso Corporal,normal,b25cec38-45f8-4a92-8baa-fe0f449fd307
799,799-bound-lateral-salto-lateral-de-propulsao.mp4,Bound lateral (salto lateral de propulsão),Performance,Peso Corporal,normal,9d432dc8-0012-4184-85e6-6df33d9811e3
800,800-bound-unipodal-single-leg-bound.mp4,Bound unipodal (single-leg bound),Performance,Peso Corporal,normal,0e59ded2-d50d-44d4-a985-97352e1022e5
801,801-bounding-alternado-passadas-saltadas-longas.mp4,Bounding alternado (passadas saltadas longas),Performance,Peso Corporal,normal,6430da02-52ca-4597-ac3c-685ac4fad388
802,802-broad-jump-salto-horizontal.mp4,Broad jump (salto horizontal),Pliometria,Peso Corporal,normal,a89cb9b3-3499-415b-82ee-8d05d923013c
803,803-burpee.mp4,Burpee,Funcional,Peso Corporal,normal,81ebac28-3799-4ce2-8efd-9f28194b0d74
804,804-cars-de-ombro.mp4,CARs de ombro,Mobilidade,Peso Corporal,normal,17c7779c-adac-4f4b-8253-99aec7b94a10
805,805-cars-de-quadril.mp4,CARs de quadril,Mobilidade,Peso Corporal,normal,dc9ff1ef-fb37-4314-b421-c6bb03f9f1ca
806,806-cars-de-tornozelo.mp4,CARs de tornozelo,Mobilidade,Peso Corporal,normal,96cec170-bac7-450f-b235-7fcaa3f93617
807,807-cat-camel-gato-camelo.mp4,Cat-camel (gato-camelo),Controle Motor,Peso Corporal,normal,4bda1934-e7b7-4473-bb08-e64df17fe9ab
808,808-copenhagen-plank.mp4,Copenhagen plank,Core,Peso Corporal,normal,b166a655-c9b0-4c7d-bd42-4f7ed3f384c1
809,809-core-combinado.mp4,CORE ( combinado ),Musculação,Peso Corporal,normal,d99e2cbd-d66b-4c4d-a4a4-bc614f07c455
810,810-cossack-squat.mp4,Cossack squat,Mobilidade,Peso Corporal,normal,2e04727d-35b1-4053-8733-ed0cec7da94f
811,811-couch-stretch-alongamento-de-quadril.mp4,Couch stretch (alongamento de quadril),Mobilidade,Peso Corporal,normal,c0464d7f-5b14-4336-83ef-5c7933116d73
812,812-countermovement-jump-cmj.mp4,Countermovement jump (CMJ),Pliometria,Peso Corporal,normal,edc403cb-1113-45d7-8b1e-93eb01926e15
813,813-crab-walk.mp4,Crab walk,Funcional,Peso Corporal,normal,8b509e2a-e30f-4656-b0fb-7a0a19b00321
814,814-crucifixo-unilateral-em-prancha-lateral-em-abducao.mp4,Crucifixo Unilateral em Prancha Lateral em Abdução,Musculação,Peso Corporal,normal,e439f3e2-3bc0-4e34-abb3-d225bab8d710
815,815-dead-bug.mp4,Dead bug,Controle Motor,Peso Corporal,normal,4c1d784b-f68b-4eb3-b6b8-962733b0d4a8
816,816-dead-bug.mp4,Dead bug,Core,Peso Corporal,normal,cba7692e-3f67-4212-95f7-96bfcbe3753d
817,817-dead-bug-de-ativacao.mp4,Dead bug de ativação,Ativação,Peso Corporal,normal,399b6084-25de-43ca-827c-20d746c0dbe0
818,818-falling-start-sprint-queda-e-arranque.mp4,Falling start sprint (queda e arranque),Performance,Peso Corporal,normal,5fc77191-eb82-4f0f-ae09-5799929ad02f
819,819-fisio-cervical-chin-tuck-isometrico-deitado.mp4,Fisio Cervical: chin tuck isométrico deitado,Fisioterapia,Peso Corporal,normal,67d51653-c141-4537-9b72-866ffdd94ade
820,820-fisio-cervical-flexores-profundos-do-pescoco.mp4,Fisio Cervical: flexores profundos do pescoço,Fisioterapia,Peso Corporal,normal,0b750f44-3c98-4a5a-8cde-3ea11dd2bf61
821,821-fisio-cervical-rotacao-com-auto-resistencia.mp4,Fisio Cervical: rotação com auto-resistência,Fisioterapia,Peso Corporal,normal,bac3e3b4-24ab-4f6a-ac7c-1e777a3b5a34
822,822-fisio-joelho-controle-excentrico-de-quadriceps-step-down-len.mp4,Fisio Joelho: controle excêntrico de quadríceps (step-down lento),Fisioterapia,Peso Corporal,normal,b665da9f-6ee0-4f88-b419-47703430e79a
823,823-fisio-joelho-wall-sit-isometrico.mp4,Fisio Joelho: wall sit isométrico,Fisioterapia,Peso Corporal,normal,464c9be0-8ddc-4690-8998-f2928bf31dc9
824,824-fisio-lombar-bird-dog.mp4,Fisio Lombar: bird dog,Fisioterapia,Peso Corporal,normal,c2ebd055-a04c-48db-8ba4-43ad45329681
825,825-fisio-lombar-extensao-lombar-sorensen-isometrico.mp4,Fisio Lombar: extensão lombar (Sorensen isométrico),Fisioterapia,Peso Corporal,normal,b137ea90-e276-48e6-ba2b-7a7fbc8feb8c
826,826-fisio-lombar-mcgill-curl-up.mp4,Fisio Lombar: McGill curl-up,Fisioterapia,Peso Corporal,normal,9996cc9b-38ef-4cba-8670-cea497502b0b
827,827-fisio-lombar-prancha-lateral.mp4,Fisio Lombar: prancha lateral,Fisioterapia,Peso Corporal,normal,b5c3cb75-ece8-4bec-a95e-b5ffce956cae
828,828-fisio-lombar-reverse-hyper.mp4,Fisio Lombar: reverse hyper,Fisioterapia,Peso Corporal,normal,ce8d9966-f412-4c94-b58a-11b4b01b18b4
829,829-fisio-ombro-sleeper-stretch.mp4,Fisio Ombro: sleeper stretch,Fisioterapia,Peso Corporal,normal,f3eb6f05-491e-410d-b09d-e29e91edbec9
830,830-fisio-posterior-nordic-hamstring-excentrico.mp4,Fisio Posterior: nordic hamstring excêntrico,Fisioterapia,Peso Corporal,normal,c9a313ac-da8a-402c-a123-91e0286e5175
831,831-fisio-posterior-ponte-de-isquiotibiais-isometrica.mp4,Fisio Posterior: ponte de isquiotibiais isométrica,Fisioterapia,Peso Corporal,normal,be26e577-e388-46be-985a-ed20c32224fa
832,832-fisio-posterior-razor-curl.mp4,Fisio Posterior: razor curl,Fisioterapia,Peso Corporal,normal,30e64625-661a-47cb-af8c-ca84d5a77a8f
833,833-fisio-quadril-copenhagen-adductor-progressoes.mp4,Fisio Quadril: Copenhagen adductor (progressões),Fisioterapia,Peso Corporal,normal,d0aecfa5-b2f0-431d-b0a3-7efa0a3b1a9e
834,834-fisio-tendao-de-aquiles-hsr-panturrilha-lenta.mp4,Fisio Tendão de Aquiles: HSR panturrilha lenta,Fisioterapia,Peso Corporal,normal,bf77c22c-f2d8-4ceb-b5ac-6e1a239218cc
835,835-fisio-tendao-de-aquiles-isometrico-em-ponta-de-pe.mp4,Fisio Tendão de Aquiles: isométrico em ponta de pé,Fisioterapia,Peso Corporal,normal,a54aad3c-6b05-4b45-af11-b2afb995fede
836,836-fisio-tornozelo-equilibrio-unipodal-progressivo.mp4,Fisio Tornozelo: equilíbrio unipodal progressivo,Fisioterapia,Peso Corporal,normal,09ad001c-44fc-4ec2-8239-bd8e3f48ceef
837,837-flexao-arqueiro.mp4,Flexão arqueiro,Peso Corporal,Peso Corporal,normal,c7149f43-4623-4d09-ad19-0da5a4e14cc9
838,838-flexao-de-braco.mp4,Flexão de braço,Peso Corporal,Peso Corporal,normal,68435077-73bf-4ad9-9f10-1cf1f7fe35b8
839,839-flexao-de-quadril-alternada-em-isometria-de-ponte.mp4,Flexão de Quadril Alternada em Isometria de Ponte,Quadríceps,Peso Corporal,normal,b363a4b2-f716-4930-87ed-8f1e46cb1348
840,840-flexao-de-quadril-em-ponte-core.mp4,Flexão de Quadril em ponte ( core ),Musculação,Peso Corporal,normal,196b92b9-5c58-4409-b17f-2254d72b33ab
841,841-flexao-declinada.mp4,Flexão declinada,Peso Corporal,Peso Corporal,normal,2ee6bb11-2dc0-4114-bdd0-3f8d7809d8f4
842,842-flexao-diamante.mp4,Flexão diamante,Peso Corporal,Peso Corporal,normal,c55cbb27-0165-4e4d-92e0-8dbde591f4ce
843,843-flexao-parada-de-mao-na-parede.mp4,Flexão parada de mão na parede,Peso Corporal,Peso Corporal,normal,cc4e5ace-2a48-4156-a647-7c4c7e21e6be
844,844-flexao-pliometrica-clap-push-up.mp4,Flexão pliométrica (clap push-up),Pliometria,Peso Corporal,normal,18f06415-9121-426e-8d5b-1fa120f92f07
845,845-flutter-kicks.mp4,Flutter kicks,Core,Peso Corporal,normal,bc110262-b13a-49be-820d-246d679ecda3
846,846-hanging-knee-raise.mp4,Hanging knee raise,Core,Peso Corporal,normal,f6907426-e6ec-4ceb-8e98-87cb733bc841
847,847-hanging-leg-raise.mp4,Hanging leg raise,Core,Peso Corporal,normal,194582f3-e357-495e-add5-e81bc1811378
848,848-hip-airplane.mp4,Hip airplane,Controle Motor,Peso Corporal,normal,cb79bb2f-7f23-4856-ac7e-d2a7c51ef292
849,849-hollow-hold.mp4,Hollow hold,Core,Peso Corporal,normal,aa18098a-e639-4618-9063-e760c9cebcae
850,850-hollow-rock.mp4,Hollow rock,Core,Peso Corporal,normal,2f67aed2-e788-4b85-a50d-093511dbd717
851,851-l-sit.mp4,L-sit,Core,Peso Corporal,normal,5a95b77a-59c8-4c94-8dc4-5557642ad0be
852,852-mcgill-curl-up.mp4,McGill curl-up,Core,Peso Corporal,normal,251d1f5f-6983-4a47-9935-f7fe71874bb5
853,853-mobilidade-de-punho-4-direcoes.mp4,Mobilidade de punho (4 direções),Mobilidade,Peso Corporal,normal,6601637d-61f2-40cd-ab2f-bc9aa45c7825
854,854-mobilidade-de-tornozelo-na-parede-knee-to-wall.mp4,Mobilidade de tornozelo na parede (knee-to-wall),Mobilidade,Peso Corporal,normal,2b64e2db-f402-4b68-ba0b-94182de8dea0
855,855-mountain-climbers.mp4,Mountain climbers,Core,Peso Corporal,normal,cc4885b7-5983-46eb-836f-4c31b8b2323c
856,856-open-book-rotacao-toracica-deitado.mp4,Open book (rotação torácica deitado),Mobilidade,Peso Corporal,normal,8d6f862b-694b-4ada-b84d-d51be3c0454c
857,857-pike-push-up.mp4,Pike push-up,Peso Corporal,Peso Corporal,normal,b470efe1-aeb5-4c1a-9752-e65790f33823
858,858-pistol-squat.mp4,Pistol squat,Peso Corporal,Peso Corporal,normal,24b1e69b-e3d3-45c1-8fd2-55356f6e87e9
